"recipe_name_original","markup_recipe_name_original","recipe_name_interpreted","restriction","topic_sum","subtopic_sum","named_individuals_sum","date_of_recipe_YEAR","source_book","unique_recipe_code","costs_prices","discusses_durability","discusses_quality","illustration","swatch"
"Moist Madder Brown","M<em>oi</em>st Madd<em>er </em>Br<em>ow</em>n","madder brown watercolour moist","Restricted","watercolour, moist","madder brown",,,"X4","X4P242L01",,"no","no","no","no"
"Moist Madder Brown","M<em>oi</em>st Madd<em>er </em>Br<em>ow</em>n","madder brown watercolour moist","Restricted","watercolour, moist","madder brown",,,"X4","X4P244L01",,"no","no","no","no"
"Moist Madder Brown","M<em>oi</em>st Madd<em>er </em>Br<em>ow</em>n","madder brown watercolour moist","Restricted","watercolour, moist","madder brown",,"1855","X4","X4P246L01",,"no","no","no","no"
"Moist Madder Brown","M<em>oi</em>st Madd<em>e</em>r Br<em>ow</em>n","madder brown watercolour moist","Restricted","watercolour, moist","madder brown",,,"X4","X4P248L01",,"no","no","no","no"
"Moist Lamp Black","M<em>oi</em>st Lamp Black","lamp black watercolour moist","Restricted","watercolour, moist","lamp black",,,"X4","X4P250L01",,"no","no","no","no"
"Moist Lamp Black","M<em>oi</em>st Lamp Black","lamp black watercolour moist","Restricted","watercolour, moist","lamp black",,,"X4","X4P252L01",,"no","no","no","no"
"Moist Lamp Black","M<em>oi</em>st Lamp Black","lamp black watercolour moist","Restricted","watercolour, moist","lamp black","R. P.",,"X4","X4P254L01",,"no","no","no","no"
"Comparison between batches 514 and 570","Comparison between batches 514 and 570","[notes]",,,,,,"X4","X4P255L01",,"no","no","no","no"
"Moist Lamp Black","M<em>oi</em>st Lamp Black","lamp black watercolour moist","Restricted","watercolour, moist","lamp black",,,"X4","X4P256L01",,"no","no","no","no"
"Moist Emerald Green","M<em>oi</em>st Em<em>eral</em>d Green","emerald green watercolour moist",,"watercolour, moist","emerald green",,,"X4","X4P258L01",,"no","no","no","no"
"Moist Emerald Green","M<em>oi</em>st Em<em>eral</em>d Green","emerald green watercolour moist",,"watercolour, moist","emerald green",,,"X4","X4P259L01",,"no","no","no","no"
"Moist Emerald Green","M<em>oi</em>st Em<em>eral</em>d Green","emerald green watercolour moist",,"watercolour, moist","emerald green",,,"X4","X4P261L01",,"no","no","no","no"
"Moist Emerald Green","M<em>oi</em>st Em<em>eral</em>d Green","emerald green watercolour moist",,"watercolour, moist","emerald green",,,"X4","X4P263L01",,"no","no","no","no"
"Moist Scarlet Lake","M<em>oi</em>st Scarlet Lake","scarlet lake watercolour moist","Restricted","watercolour, moist","scarlet lake",,,"X4","X4P264L01",,"no","no","no","no"
"Moist Scarlet Lake","M<em>oi</em>st Scarlet Lake","scarlet lake watercolour moist","Restricted","watercolour, moist","scarlet lake",,,"X4","X4P265L01",,"no","no","no","no"
"Moist Scarlet Lake","M<em>oi</em>st Scarlet Lake","scarlet lake watercolour moist",,"watercolour, moist","scarlet lake",,,"X4","X4P266L01",,"no","no","no","no"
"Moist Purple Lake","M<em>oi</em>st Purple Lake","purple lake watercolour moist","Restricted","watercolour, moist","purple lake",,,"X4","X4P268L01",,"no","no","no","no"
"Moist Purple Lake for Tubes","M<em>oi</em>st Purple Lake for Tubes","purple lake watercolour moist","Restricted","moist colours","purple lake",,,"X4","X4P270L01",,"no","no","no","no"
"Moist Yellow Lake","M<em>oi</em>st Yellow Lake","yellow lake watercolour moist",,"moist colours","yellow lakes",,,"X4","X4P272L01",,"no","no","no","no"
"Moist Yellow Lake","M<em>oi</em>st Yellow Lake","yellow lake watercolour moist",,"watercolour, moist","yellow lakes",,,"X4","X4P274L01",,"no","no","no","no"
"Moist Yellow Lake","M<em>oi</em>st Yellow Lake","yellow lake watercolour moist",,"watercolour, moist","yellow lakes",,,"X4","X4P276L01",,"no","yes","no","no"
"Moist Yellow Lake","M<em>oi</em>st Yellow Lake","yellow lake watercolour moist","Restricted","watercolour, moist","yellow lakes",,,"X4","X4P278L01",,"no","no","no","no"
"Moist Yellow Lake","M<em>oi</em>st Yellow Lake","yellow lake watercolour moist",,"watercolour, moist","yellow lakes",,,"X4","X4P279L01",,"no","no","no","no"
"Moist Cadmium Yellow","M<em>oi</em>st Cad<em>miu</em>m Yell<em>ow</em>","cadmium yellow watercolour moist",,"watercolour, moist","cadmium yellow","Batka's",,"X4","X4P281L01",,"no","no","no","no"
"Coag: G. L.","Coag: G. L.","Coagulated G L [glycerine]","Restricted","miscellaneous materials","glycerine",,,"X4","X4P282L01",,"no","no","no","no"
"Moist Cadmium Yellow","M<em>oi</em>st Cad<em>miu</em>m Yellow","cadmium yellow watercolour moist","Restricted","watercolour, moist","cadmium yellow","Batka's",,"X4","X4P283L01",,"no","yes","no","no"
"Moist Cadmium Yellow","M<em>oi</em>st Cad<em>miu</em>m Yellow","cadmium yellow watercolour moist","Restricted","watercolour, moist","cadmium yellow","Batka's",,"X4","X4P284L01",,"no","no","no","no"
"Moist Indigo","M<em>oi</em>st Indigo","indigo watercolour moist","Restricted","watercolour, moist","indigo",,,"X4","X4P286L01",,"no","no","no","no"
"Moist Indigo","M<em>oi</em>st Indigo","indigo watercolour moist","Restricted","watercolour, moist","indigo",,,"X4","X4P288L01",,"no","no","no","no"
"Moist Indigo","M<em>oi</em>st Indigo","indigo watercolour moist","Restricted","watercolour, moist","indigo",,,"X4","X4P290L01",,"no","no","no","no"
"Moist Naples Yellow","M<em>oi</em>st Naples Yell<em>o</em>w","Naples yellow watercolour moist",,"watercolour, moist","Naples yellow",,,"X4","X4P292L01",,"no","no","no","no"
"Moist Naples Yellow","M<em>oi</em>st Naples Yell<em>o</em>w","Naples yellow watercolour moist",,"watercolour, moist","Naples yellow",,,"X4","X4P294L01",,"no","yes","no","no"
"Moist Oxide of Chromium","M<em>oi</em>st Ox<em>ide </em>of Chrom<em>iu</em>m","oxide of chromium watercolour moist","Restricted","watercolour, moist","oxide of chromium",,,"X4","X4P296L01",,"no","no","no","no"
"Moist Oxide of Chromium","M<em>oi</em>st Ox<em>ide </em>of Chrom<em>ium</em>","oxide of chromium watercolour moist",,"watercolour, moist","oxide of chromium",,,"X4","X4P298L01",,"no","no","no","no"
"Moist Olive Green","M<em>oi</em>st Olive Green","olive green watercolour moist","Restricted","watercolour, moist","olive green",,,"X4","X4P300L01",,"no","no","no","no"
"Moist Olive Green","M<em>oi</em>st Olive Green","olive green watercolour moist",,"watercolour, moist","olive green",,,"X4","X4P302L01",,"no","no","no","no"
"Moist Vandyke Brown","M<em>oi</em>st Van<em>dyke </em>Brown","Vandyke brown watercolour moist","Restricted","watercolour, moist","Vandyke Brown",,,"X4","X4P304L01",,"no","no","no","no"
"Moist Vandyke Brown","M<em>oi</em>st Van<em>dyke </em>Brown","Vandyke brown watercolour moist","Restricted","watercolour, moist","Vandyke Brown",,,"X4","X4P306L01",,"no","no","no","no"
"Moist Mars Yellow","M<em>oi</em>st Mars Yellow","mars yellow watercolour moist","Restricted","watercolour, moist","Mars pigments",,,"X4","X4P308L01",,"no","no","no","no"
"Moist Lemon Yellow","M<em>oi</em>st Lem<em>on </em>Yell<em>o</em>w","lemon yellow watercolour moist","Restricted","watercolour, moist","lemon yellow",,,"X4","X4P310L01",,"no","no","no","no"
"Caution","Caution","lemon yellow watercolour moist",,"notes, discussion of variations",,,,"X4","X4P311L01",,"no","no","no","no"
"Moist Lemon Yellow","M<em>oi</em>st Lem<em>on </em>Yellow","lemon yellow watercolour moist","Restricted","watercolour, moist","lemon yellow",,,"X4","X4P312L01",,"no","no","no","no"
"Moist Lemon Yellow","M<em>oi</em>st Lem<em>on </em>Yellow","lemon yellow watercolour moist","Restricted","watercolour, moist","lemon yellow",,,"X4","X4P313L01",,"no","no","no","no"
"Moist Burnt Umber","M<em>oi</em>st Burnt Umber","burnt umber watercolour moist","Restricted","watercolour, moist","burnt umber",,,"X4","X4P315L01",,"no","no","no","no"
"Moist Burnt Umber","M<em>oi</em>st Burnt Umber","burnt umber watercolour moist","Restricted","watercolour, moist","burnt umber",,,"X4","X4P317L01",,"no","no","no","no"
"Moist Italian Pink","M<em>oi</em>st Ital<em>ian </em>Pink","Italian pink watercolour moist",,"watercolour, moist","Italian pink",,,"X4","X4P318L01",,"no","yes","no","no"
"Moist Italian Pink","M<em>oi</em>st Ital<em>ian </em>Pink","Italian pink watercolour moist",,"watercolour, moist","Italian pink",,,"X4","X4P320L01",,"no","no","no","no"
"Moist Kings Yellow","M<em>oi</em>st Kings Yell<em>o</em>w","kings' yellow watercolour moist","Restricted","watercolour, moist","yellow pigments",,,"X4","X4P322L01",,"no","no","no","no"
"Moist Venetian Red","M<em>oi</em>st Ven<em>etian </em>Red","Venetian red watercolour moist","Restricted","watercolour, moist","Venetian red",,,"X4","X4P323L01",,"no","no","no","no"
"Moist Venetian Red","M<em>oi</em>st Ven<em>etian </em>Red","Venetian red watercolour moist","Restricted","watercolour, moist","Venetian red",,,"X4","X4P325L01",,"no","no","no","no"
"Moist Payne's Grey","M<em>oi</em>st Payne's Grey","Payne's grey watercolour moist","Restricted","watercolour, moist, discussion of variations","Payne's grey",,,"X4","X4P327L01",,"no","no","no","no"
"Moist Payne's Grey","M<em>oi</em>st Payne's Grey","Payne's grey watercolour moist","Restricted","watercolour, moist","Payne's grey",,,"X4","X4P328L01",,"no","no","no","no"
"Moist Payne's Grey","M<em>oi</em>st Payne's Grey","Payne's grey watercolour moist","Restricted","watercolour, moist","Payne's grey",,,"X4","X4P329L01",,"no","no","no","no"
"Moist Ivory Black","M<em>oi</em>st Ivory Black","ivory black watercolour moist","Restricted","watercolour, moist","ivory black",,,"X4","X4P330L01",,"no","no","no","no"
"Moist Brown Ochre","M<em>oi</em>st Brown Ochre","brown ochre watercolour moist","Restricted","watercolour, moist","brown ochre",,,"X4","X4P332L01",,"no","no","no","no"
"Moist Antwerp Blue","M<em>oi</em>st Antwerp Blue","Antwerp blue watercolour moist","Restricted","watercolour, moist","Antwerp blue",,,"X4","X4P333L01",,"no","no","no","no"
"Moist Light Red","M<em>oi</em>st Light Red","light red watercolour moist",,"watercolour, moist","light red",,,"X4","X4P335L01",,"no","no","no","no"
"Moist Light Red","M<em>oi</em>st Light Red","light red watercolour moist","Restricted","watercolour, moist","light red",,,"X4","X4P337L01",,"no","no","no","no"
"Moist Violet Carmine","M<em>oi</em>st Violet Carmine","violet carmine watercolour moist","Restricted","watercolour, moist","carmine ",,,"X4","X4P338L01",,"no","no","no","no"
"Moist Burnt Roman Ochre","M<em>oi</em>st B<em>urn</em>t Rom<em>an </em>Ochre","Burnt Roman ochre watercolour moist","Restricted","watercolour, moist","burnt Roman ochre",,,"X4","X4P339L01",,"no","no","no","no"
"Moist Citron Yellow","M<em>oi</em>st Citron Yellow","Citron Yellow watercolour moist",,"watercolour, moist","yellow pigments",,,"X4","X4P340L01",,"no","no","no","no"
"Moist Chinese White","M<em>oi</em>st Chinese White","Chinese white watercolour moist",,"watercolour, moist","Chinese white",,,"X4","X4P341L01",,"no","yes","no","no"
"Moist Chinese White","M<em>oi</em>st Chinese White","Chinese white watercolour moist",,"watercolour, moist","Chinese white",,,"X4","X4P348L01",,"no","no","no","no"
"Moist Chinese White","M<em>oi</em>st Chinese White","Chinese white watercolour moist",,"watercolour, moist","Chinese white",,,"X4","X4P350L01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>le</em>s","Chinese white watercolour for bottles",,"watercolour","Chinese white",,"1853","X4","X4P352L01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>le</em>s","Chinese white watercolour for bottles",,"watercolour","Chinese white",,"1853","X4","X4P354L01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>les</em>","Chinese white watercolour for bottles",,"watercolour","Chinese white","Winsor, Mr",,"X4","X4P356L01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>les</em>","Chinese white watercolour for bottles",,"watercolour","Chinese white",,,"X4","X4P357L01",,"no","yes","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>le</em>s","Chinese white watercolour for bottles",,"watercolour","Chinese white",,,"X4","X4P359L01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>le</em>s","Chinese white watercolour for bottles",,"watercolour","Chinese white",,,"X4","X4P360L01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>le</em>s","Chinese white watercolour for bottles",,"watercolour","Chinese white",,"1854","X4","X4P360L06",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>le</em>s","Chinese white watercolour for bottles",,"watercolour","Chinese white",,"1854","X4","X4P360L11",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>le</em>s","Chinese white watercolour for bottles",,"watercolour","Chinese white",,,"X4","X4P361L01",,"no","no","no","no"
"Chinese White for Bottles ","Chinese White for Bott<em>le</em>s","Chinese white watercolour for bottles",,"watercolour","Chinese white",,,"X4","X4P361L06",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>les</em>","Chinese white watercolour for bottles",,"watercolour","Chinese white","Crowley & Whites",,"X4","X4P363L01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>les</em>","Chinese white watercolour for bottles",,"watercolour","Chinese white",,,"X4","X4P364L01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>les</em>","Chinese white watercolour for bottles",,"watercolour","Chinese white",,,"X4","X4P364L05",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>les</em>","Chinese white watercolour for bottles",,"watercolour","Chinese white",,,"X4","X4P364L09",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>les</em>","Chinese white watercolour for bottles",,"watercolour","Chinese white",,"1855","X4","X4P365L01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>les</em>","Chinese white watercolour for bottles",,"watercolour","Chinese white",,"1855","X4","X4P366L01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>les</em>","Chinese white watercolour for bottles",,"watercolour","Chinese white",,"1855","X4","X4P368L01",,"no","no","no","no"
"Chinese White for Bottles","Chinese White for Bott<em>les</em>","Chinese white watercolour for bottles",,"watercolour","Chinese white","B S & Co's","1855","X4","X4P370L01",,"no","no","no","no"
"Cobalt Moist ","Cobalt M<em>oi</em>st","cobalt blue watercolour moist","Restricted","watercolour, moist","cobalt pigment",,"1858","X4","X4P371L01",,"no","no","no","no"
"Index","Index","Index",,"index",,,,"X4","X4P372L01",,"no","no","no","no"
"Deep Chrome Moist","Deep Chrome M<em>oi</em>st","deep chrome watercolour moist","Restricted","watercolour, moist","deep chrome",,"1858","X4","X4P380L01",,"no","no","no","no"
"King's Yellow Moist","King's Yellow M<em>oi</em>st","kings' yellow watercolour moist",,"watercolour, moist","yellow pigments",,"1858","X4","X4P380L13",,"no","no","no","no"
"Vermilion moist","Vermilion m<em>oi</em>st","vermilion watercolour moist","Restricted","watercolour, moist","vermilion",,"1858","X4","X4P381L01",,"no","no","no","no"
"Indian Yellow moist","Indian Yellow m<em>oi</em>st","Indian yellow watercolour moist","Restricted","watercolour, moist","Indian yellow",,"1858","X4","X4P382L01",,"no","no","no","no"
"Yellow Ochre moist","Yellow Ochre m<em>oi</em>st","yellow ochre watercolour moist",,"watercolour, moist","yellow ochre","Faipoux's","1858","X4","X4P383L01",,"no","no","no","no"
"Chrome Yellow ","Chrome Yellow","chrome yellow watercolour moist","Restricted","watercolour, moist","chrome yellow",,"1859","X4","X4P384L01",,"no","no","no","no"
"Cadmium Yellow","Cadmium Yellow","cadmium yellow watercolour moist","Restricted","watercolour, moist","cadmium yellow",,"1858","X4","X4P384L16",,"no","no","no","no"
"Carmine","Carmine","carmine watercolour moist",,"watercolour, moist","carmine ","Dunn, Heathfield & Co",,"X4","X4P385L01",,"no","no","no","no"
"Burnt Roman Ochre","Burnt Roman Ochre","Burnt Roman ochre watercolour moist",,"watercolour, moist","Roman ochre",,,"X4","X4P385L13",,"no","no","no","no"
"Blue Black moist","Blue Black m<em>oi</em>st","blue black watercolour moist","Restricted","watercolour, moist","black pigments",,"1856","X4","X4P386L01",,"no","no","no","no"
"Brown Ochre moist","Brown Ochre m<em>oi</em>st","brown ochre watercolour moist","Restricted","watercolour, moist","brown ochre",,,"X4","X4P387L01",,"no","no","no","no"
"Brown Pink moist","Brown Pink m<em>oi</em>st","brown pink watercolour moist",,"watercolour, moist","brown pink",,"1858","X4","X4P387L15",,"no","no","no","no"
"Burnt Sienna moist","Burnt Sienna m<em>oi</em>st","burnt sienna watercolour moist","Restricted","watercolour, moist","burnt Sienna",,"1858","X4","X4P388L01",,"no","no","no","no"
"Indigo","Indigo","indigo watercolour moist","Restricted","watercolour, moist","indigo",,"1858","X4","X4P389L01",,"no","no","no","no"
"Cobalt moist","Cobalt m<em>oi</em>st","cobalt blue watercolour moist","Restricted","watercolour, moist","cobalt pigment",,"1858","X4","X4P390L01",,"no","no","no","no"
"Smalt moist","Smalt m<em>oi</em>st","smalt watercolour moist","Restricted","watercolour, moist","smalt",,"1858","X4","X4P391L01",,"no","no","no","no"
"Antwerp Blue","Antwerp Blue","Antwerp blue : watercolour","Restricted","watercolour","Antwerp blue",,"1859","X4","X4P391L17",,"no","no","no","no"
"Sepia Shreds for moist","Sepia Shreds for moist","sepia watercolour moist",,"watercolour, moist","sepia",,"1858","X4","X4P392L01",,"no","no","no","no"
"Venetian Red","Ven<em>etian </em>Red","Venetian red watercolour shreds",,"watercolour","Venetian red",,"1859","X4","X4P393L01",,"no","no","no","no"
